EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin11.inp                                                           
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=**

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 28.344  7.61    0.97   -0.37    0.41    0.00    0.03  0.818
   2.997  0.534  7.52    1.03   -4.43    0.44    0.00   -3.99 9.389E-01

  10.589 28.618  7.82    0.92   -1.01    0.38    0.00   -0.62  0.820
   3.023  0.551  7.26    0.97   -5.20    0.41    0.00   -4.78 8.193E-01

  10.589 28.939  8.07    0.86   -1.71    0.36    0.00   -1.35  0.823
   3.051  0.570  6.96    0.91   -6.04    0.39    0.00   -5.65 6.961E-01

  10.589 29.247  8.32    0.82   -2.41    0.34    0.00   -2.06  0.830
   3.080  0.590  6.66    0.86   -6.89    0.37    0.00   -6.52 5.875E-01

  10.589 29.632  8.57    0.78   -3.05    0.33    0.00   -2.71  0.840
   3.096  0.610  6.37    0.82   -7.66    0.36    0.00   -7.29 4.891E-01

  10.589 30.084  8.85    0.75   -3.65    0.33    0.00   -3.32  0.852
   3.101  0.630  6.09    0.79   -8.38    0.36    0.00   -8.02 4.007E-01

  10.589 30.506  9.11    0.72   -4.25    0.33    0.00   -3.92  0.871
   3.109  0.649  5.80    0.77   -9.09    0.36    0.00   -8.73 3.271E-01

  10.589 30.762  9.35    0.70   -4.86    0.34    0.00   -4.53  0.897
   3.138  0.669  5.51    0.74   -9.83    0.36    0.00   -9.47 2.717E-01

  10.589 30.988  9.58    0.67   -5.47    0.35    0.00   -5.12  0.932
   3.169  0.688  5.23    0.71  -10.56    0.37    0.00  -10.18 2.251E-01

  10.589 31.202  9.79    0.65   -6.01    0.36    0.00   -5.65  0.973
   3.195  0.705  4.97    0.69  -11.20    0.39    0.00  -10.81 1.882E-01

  10.589 31.512 10.01    0.65   -6.51    0.39    0.00   -6.12  1.020
   3.206  0.723  4.72    0.69  -11.79    0.42    0.00  -11.37 1.552E-01

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

