EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin11.inp                                                           
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00519; tbeam=0.00285; tspec=0.00832
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=123

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 28.344  7.61    0.97   -0.69    0.41    0.00   -0.28  0.818
   2.997  0.534  7.52    1.02   -5.21    0.43    0.00   -4.77 9.381E-01

  10.589 28.618  7.82    0.92   -1.31    0.38    0.00   -0.93  0.820
   3.023  0.551  7.26    0.96   -5.96    0.41    0.00   -5.55 8.185E-01

  10.589 28.939  8.07    0.86   -1.98    0.36    0.00   -1.62  0.823
   3.051  0.570  6.96    0.90   -6.78    0.38    0.00   -6.40 6.954E-01

  10.589 29.247  8.32    0.82   -2.67    0.34    0.00   -2.32  0.830
   3.080  0.590  6.66    0.85   -7.61    0.36    0.00   -7.24 5.868E-01

  10.589 29.632  8.57    0.78   -3.29    0.33    0.00   -2.96  0.840
   3.096  0.610  6.37    0.81   -8.36    0.35    0.00   -8.01 4.884E-01

  10.589 30.084  8.85    0.75   -3.89    0.33    0.00   -3.56  0.852
   3.101  0.630  6.09    0.78   -9.07    0.35    0.00   -8.72 4.000E-01

  10.589 30.506  9.11    0.73   -4.48    0.33    0.00   -4.14  0.871
   3.109  0.649  5.80    0.76   -9.78    0.35    0.00   -9.43 3.264E-01

  10.589 30.762  9.35    0.70   -5.09    0.34    0.00   -4.75  0.897
   3.138  0.669  5.51    0.73  -10.51    0.36    0.00  -10.15 2.710E-01

  10.589 30.988  9.58    0.67   -5.68    0.35    0.00   -5.34  0.932
   3.169  0.688  5.23    0.70  -11.23    0.37    0.00  -10.86 2.244E-01

  10.589 31.202  9.79    0.66   -6.22    0.36    0.00   -5.85  0.973
   3.195  0.705  4.97    0.69  -11.87    0.38    0.00  -11.49 1.875E-01

  10.589 31.512 10.01    0.65   -6.71    0.39    0.00   -6.32  1.020
   3.206  0.723  4.72    0.68  -12.45    0.41    0.00  -12.04 1.546E-01

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

