EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin9.inp                                                            
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=**

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 26.215  6.51    1.22    2.51    0.54    0.00    3.05  0.825
   2.990  0.457  8.63    1.30   -0.98    0.59    0.00   -0.39 1.876E+00

  10.589 26.477  6.70    1.15    1.87    0.50    0.00    2.38  0.823
   3.017  0.472  8.39    1.22   -1.75    0.54    0.00   -1.20 1.681E+00

  10.589 26.815  6.94    1.06    1.10    0.46    0.00    1.56  0.821
   3.048  0.491  8.09    1.13   -2.68    0.50    0.00   -2.18 1.455E+00

  10.589 27.152  7.19    0.99    0.33    0.42    0.00    0.75  0.820
   3.080  0.510  7.78    1.05   -3.61    0.45    0.00   -3.16 1.250E+00

  10.589 27.582  7.45    0.93   -0.36    0.39    0.00    0.03  0.820
   3.095  0.530  7.49    0.99   -4.45    0.42    0.00   -4.02 1.058E+00

  10.589 28.071  7.72    0.89   -1.02    0.37    0.00   -0.65  0.822
   3.100  0.550  7.21    0.94   -5.24    0.40    0.00   -4.84 8.822E-01

  10.589 28.508  7.99    0.84   -1.67    0.35    0.00   -1.32  0.825
   3.111  0.569  6.93    0.89   -6.02    0.38    0.00   -5.64 7.383E-01

  10.589 28.802  8.23    0.79   -2.35    0.33    0.00   -2.01  0.832
   3.140  0.589  6.63    0.84   -6.84    0.36    0.00   -6.47 6.268E-01

  10.589 29.035  8.45    0.75   -3.00    0.32    0.00   -2.68  0.843
   3.175  0.607  6.34    0.79   -7.63    0.35    0.00   -7.28 5.358E-01

  10.589 29.272  8.65    0.72   -3.54    0.32    0.00   -3.22  0.856
   3.198  0.624  6.10    0.76   -8.28    0.34    0.00   -7.94 4.634E-01

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

