EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin11.inp                                                           
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=**

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 28.344  7.61    0.98   -0.25    0.41    0.00    0.16  0.818
   2.997  0.534  7.52    1.04   -4.28    0.44    0.00   -3.84 9.362E-01

  10.589 28.618  7.82    0.92   -0.87    0.38    0.00   -0.48  0.820
   3.023  0.551  7.26    0.98   -5.03    0.42    0.00   -4.61 8.172E-01

  10.589 28.939  8.07    0.86   -1.56    0.36    0.00   -1.19  0.823
   3.051  0.570  6.96    0.91   -5.86    0.39    0.00   -5.47 6.948E-01

  10.589 29.247  8.32    0.82   -2.25    0.34    0.00   -1.91  0.830
   3.080  0.590  6.66    0.86   -6.70    0.37    0.00   -6.33 5.872E-01

  10.589 29.632  8.57    0.78   -2.88    0.33    0.00   -2.55  0.840
   3.096  0.610  6.37    0.82   -7.46    0.36    0.00   -7.10 4.898E-01

  10.589 30.084  8.85    0.75   -3.49    0.33    0.00   -3.16  0.852
   3.101  0.630  6.09    0.79   -8.18    0.36    0.00   -7.82 4.022E-01

  10.589 30.506  9.11    0.72   -4.09    0.33    0.00   -3.76  0.871
   3.109  0.649  5.80    0.76   -8.90    0.36    0.00   -8.55 3.293E-01

  10.589 30.762  9.35    0.69   -4.72    0.33    0.00   -4.39  0.897
   3.138  0.669  5.51    0.73   -9.65    0.36    0.00   -9.29 2.744E-01

  10.589 30.988  9.58    0.66   -5.34    0.34    0.00   -5.00  0.932
   3.169  0.688  5.23    0.70  -10.40    0.37    0.00  -10.03 2.282E-01

  10.589 31.202  9.79    0.64   -5.90    0.36    0.00   -5.55  0.973
   3.195  0.705  4.97    0.68  -11.07    0.38    0.00  -10.69 1.914E-01

  10.589 31.512 10.01    0.63   -6.42    0.38    0.00   -6.04  1.020
   3.206  0.723  4.72    0.67  -11.68    0.41    0.00  -11.27 1.583E-01

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

