EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin7.inp                                                            
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=**

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 23.923  5.42    1.60    5.76    0.81    0.00    6.57  0.838
   2.979  0.380  9.74    1.74    2.94    0.88    0.00    3.83 3.642E+00

  10.589 24.188  5.59    1.50    5.05    0.74    0.00    5.79  0.836
   3.009  0.393  9.51    1.62    2.08    0.80    0.00    2.88 3.308E+00

  10.589 24.528  5.82    1.38    4.18    0.65    0.00    4.84  0.833
   3.044  0.411  9.22    1.48    1.03    0.71    0.00    1.74 2.919E+00

  10.589 24.901  6.06    1.26    3.28    0.58    0.00    3.87  0.830
   3.080  0.430  8.91    1.35   -0.06    0.63    0.00    0.57 2.536E+00

  10.589 25.372  6.32    1.17    2.49    0.53    0.00    3.01  0.828
   3.096  0.450  8.62    1.26   -1.02    0.57    0.00   -0.45 2.167E+00

  10.589 25.913  6.60    1.10    1.74    0.48    0.00    2.22  0.824
   3.100  0.470  8.33    1.18   -1.93    0.52    0.00   -1.40 1.824E+00

  10.589 26.399  6.87    1.03    1.01    0.44    0.00    1.46  0.822
   3.109  0.489  8.05    1.10   -2.80    0.48    0.00   -2.32 1.545E+00

  10.589 26.720  7.11    0.96    0.25    0.41    0.00    0.66  0.822
   3.142  0.508  7.75    1.02   -3.72    0.44    0.00   -3.28 1.334E+00

  10.589 26.944  7.31    0.90   -0.43    0.38    0.00   -0.06  0.823
   3.181  0.526  7.47    0.95   -4.56    0.41    0.00   -4.15 1.174E+00

  10.589 27.266  7.53    0.85   -1.04    0.36    0.00   -0.68  0.824
   3.199  0.543  7.22    0.90   -5.29    0.38    0.00   -4.90 1.020E+00

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

