EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin7.inp                                                             
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00042; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=**

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 23.934  5.42    1.37    4.34    0.71    0.01    5.05  0.843
   2.978  0.380  9.74    1.48    1.27    0.76    0.01    2.04 3.118E+00

  10.589 24.193  5.59    1.29    3.70    0.64    0.00    4.35  0.835
   3.007  0.393  9.51    1.39    0.49    0.69    0.00    1.19 2.828E+00

  10.589 24.536  5.82    1.20    2.91    0.58    0.00    3.49  0.830
   3.043  0.411  9.22    1.29   -0.47    0.62    0.00    0.16 2.481E+00

  10.589 24.905  6.06    1.11    2.08    0.51    0.00    2.59  0.822
   3.079  0.430  8.91    1.19   -1.48    0.55    0.00   -0.92 2.148E+00

  10.589 25.373  6.32    1.04    1.34    0.47    0.00    1.81  0.815
   3.095  0.450  8.62    1.11   -2.37    0.50    0.00   -1.87 1.825E+00

  10.589 25.920  6.60    0.99    0.65    0.43    0.00    1.08  0.808
   3.099  0.470  8.34    1.05   -3.20    0.46    0.00   -2.74 1.527E+00

  10.589 26.398  6.87    0.93   -0.02    0.39    0.00    0.37  0.800
   3.109  0.489  8.05    0.99   -4.01    0.42    0.00   -3.58 1.287E+00

  10.589 26.716  7.11    0.88   -0.72    0.36    0.00   -0.36  0.794
   3.143  0.508  7.75    0.93   -4.86    0.39    0.00   -4.47 1.104E+00

  10.589 26.949  7.31    0.83   -1.36    0.34    0.00   -1.03  0.791
   3.181  0.526  7.47    0.87   -5.64    0.36    0.00   -5.28 9.628E-01

  10.589 27.259  7.53    0.79   -1.90    0.32    0.00   -1.58  0.788
   3.200  0.543  7.22    0.84   -6.29    0.34    0.00   -5.95 8.347E-01

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

