EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin7.inp                                                             
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00042; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=**

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 23.934  5.42    1.40    4.66    0.72    0.01    5.39  0.843
   2.978  0.380  9.74    1.51    1.64    0.78    0.01    2.42 3.060E+00

  10.589 24.193  5.59    1.31    4.04    0.66    0.00    4.70  0.835
   3.007  0.393  9.51    1.42    0.89    0.71    0.00    1.60 2.776E+00

  10.589 24.536  5.82    1.22    3.27    0.59    0.00    3.86  0.830
   3.043  0.411  9.22    1.31   -0.05    0.63    0.00    0.58 2.436E+00

  10.589 24.905  6.06    1.13    2.47    0.52    0.00    2.99  0.822
   3.079  0.430  8.91    1.21   -1.03    0.56    0.00   -0.47 2.110E+00

  10.589 25.373  6.32    1.06    1.74    0.47    0.00    2.22  0.815
   3.095  0.450  8.62    1.13   -1.90    0.51    0.00   -1.39 1.795E+00

  10.589 25.920  6.60    1.00    1.06    0.43    0.00    1.50  0.808
   3.099  0.470  8.34    1.07   -2.72    0.47    0.00   -2.26 1.503E+00

  10.589 26.398  6.87    0.95    0.40    0.40    0.00    0.80  0.800
   3.109  0.489  8.05    1.01   -3.53    0.43    0.00   -3.10 1.269E+00

  10.589 26.716  7.11    0.89   -0.31    0.37    0.00    0.05  0.794
   3.143  0.508  7.75    0.94   -4.39    0.39    0.00   -3.99 1.091E+00

  10.589 26.949  7.31    0.83   -0.96    0.34    0.00   -0.62  0.791
   3.181  0.526  7.47    0.88   -5.18    0.36    0.00   -4.81 9.544E-01

  10.589 27.259  7.53    0.80   -1.52    0.32    0.00   -1.20  0.788
   3.200  0.543  7.22    0.84   -5.86    0.34    0.00   -5.51 8.294E-01

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

