EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H1_kin4                                                                 
                                                                        
Hall A 2018: 25 cm Deuterium target                                     
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  1);   avgA =   1.000; amuM=  1.007; avgM=  0.938
 targ=TRITIUM; ttarg(rl)=0.00113; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL= 1

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 20.200  4.21    2.15    8.34    0.00    2.17   10.52  1.000
   3.229  0.305 10.49    2.37    6.26    0.00    2.39    8.65 3.280E+00

  10.589 20.200  4.19    2.18    8.45    0.00    2.20   10.65  1.000
   3.219  0.303 10.52    2.40    6.39    0.00    2.42    8.81 3.292E+00

  10.589 20.200  4.18    2.21    8.55    0.00    2.23   10.78  1.000
   3.209  0.302 10.55    2.43    6.52    0.00    2.45    8.98 3.304E+00

  10.589 20.200  4.17    2.24    8.65    0.00    2.26   10.92  1.000
   3.199  0.300 10.58    2.46    6.65    0.00    2.49    9.14 3.317E+00

  10.589 20.200  4.15    2.27    8.76    0.00    2.29   11.05  1.000
   3.189  0.299 10.61    2.50    6.78    0.00    2.52    9.30 3.329E+00

  10.589 20.200  4.14    2.30    8.86    0.00    2.32   11.18  1.000
   3.179  0.298 10.64    2.53    6.91    0.00    2.56    9.47 3.341E+00

  10.589 20.200  4.13    2.33    8.95    0.00    2.35   11.30  1.000
   3.169  0.296 10.68    2.57    7.00    0.00    2.59    9.60 3.353E+00

  10.589 20.200  4.11    2.36    9.05    0.00    2.38   11.44  1.000
   3.159  0.295 10.71    2.60    7.14    0.00    2.63    9.76 3.366E+00

  10.589 20.200  4.10    2.39    9.14    0.00    2.42   11.56  1.000
   3.149  0.294 10.74    2.64    7.25    0.00    2.66    9.91 3.378E+00

  10.589 20.200  4.09    2.42    9.26    0.00    2.45   11.71  1.000
   3.139  0.292 10.77    2.67    7.40    0.00    2.70   10.10 3.390E+00

  10.589 20.200  4.08    2.45    9.37    0.00    2.48   11.85  1.000
   3.129  0.291 10.80    2.71    7.53    0.00    2.74   10.27 3.402E+00

  10.589 20.200  4.06    2.49    9.47    0.00    2.51   11.99  1.000
   3.119  0.290 10.84    2.75    7.66    0.00    2.78   10.44 3.415E+00

  10.589 20.200  4.05    2.52    9.58    0.00    2.55   12.13  1.000
   3.109  0.289 10.87    2.79    7.79    0.00    2.81   10.61 3.427E+00

  10.589 20.200  4.04    2.55    9.69    0.00    2.58   12.27  1.000
   3.099  0.287 10.90    2.82    7.93    0.00    2.85   10.78 3.439E+00

  10.589 20.200  4.02    2.59    9.80    0.00    2.62   12.41  1.000
   3.089  0.286 10.93    2.86    8.06    0.00    2.89   10.95 3.451E+00

  10.589 20.200  4.01    2.62    9.90    0.00    2.65   12.56  1.000
   3.079  0.285 10.96    2.90    8.20    0.00    2.93   11.13 3.463E+00

  10.589 20.200  4.00    2.66   10.01    0.00    2.69   12.70  1.000
   3.069  0.283 10.99    2.94    8.33    0.00    2.98   11.31 3.476E+00

  10.589 20.200  3.98    2.70   10.12    0.00    2.73   12.85  1.000
