EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin9.inp                                                             
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00042; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=**

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 26.212  6.51    1.11    1.57    0.49    0.00    2.06  0.811
   2.991  0.457  8.63    1.18   -2.08    0.53    0.00   -1.54 1.540E+00

  10.589 26.475  6.70    1.05    1.00    0.46    0.00    1.46  0.805
   3.017  0.472  8.39    1.12   -2.77    0.49    0.00   -2.27 1.376E+00

  10.589 26.808  6.94    0.98    0.28    0.41    0.00    0.70  0.799
   3.049  0.491  8.09    1.04   -3.64    0.45    0.00   -3.19 1.187E+00

  10.589 27.154  7.19    0.92   -0.43    0.38    0.00   -0.05  0.793
   3.080  0.510  7.78    0.98   -4.50    0.41    0.00   -4.09 1.014E+00

  10.589 27.583  7.45    0.87   -1.08    0.35    0.00   -0.72  0.789
   3.095  0.530  7.49    0.92   -5.29    0.38    0.00   -4.91 8.543E-01

  10.589 28.065  7.72    0.83   -1.71    0.33    0.00   -1.37  0.785
   3.101  0.549  7.21    0.88   -6.04    0.36    0.00   -5.68 7.113E-01

  10.589 28.511  7.99    0.80   -2.34    0.32    0.00   -2.02  0.784
   3.110  0.569  6.93    0.84   -6.80    0.34    0.00   -6.46 5.918E-01

  10.589 28.793  8.23    0.76   -2.99    0.30    0.00   -2.69  0.787
   3.141  0.589  6.63    0.80   -7.59    0.33    0.00   -7.26 5.015E-01

  10.589 29.044  8.45    0.72   -3.63    0.29    0.00   -3.34  0.792
   3.173  0.607  6.35    0.76   -8.37    0.32    0.00   -8.05 4.260E-01

  10.589 29.244  8.64    0.69   -4.19    0.29    0.00   -3.90  0.801
   3.202  0.623  6.10    0.73   -9.04    0.31    0.00   -8.73 3.693E-01

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

