EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin7.inp                                                            
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=**

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 23.923  5.42    1.61    4.91    0.81    0.00    5.73  0.838
   2.979  0.380  9.74    1.74    2.02    0.88    0.00    2.90 3.636E+00

  10.589 24.188  5.59    1.50    4.28    0.74    0.00    5.02  0.836
   3.009  0.393  9.51    1.62    1.24    0.80    0.00    2.05 3.304E+00

  10.589 24.528  5.82    1.38    3.51    0.66    0.00    4.16  0.833
   3.044  0.411  9.22    1.48    0.29    0.71    0.00    1.00 2.916E+00

  10.589 24.901  6.06    1.26    2.67    0.58    0.00    3.25  0.830
   3.080  0.430  8.91    1.35   -0.73    0.63    0.00   -0.10 2.535E+00

  10.589 25.372  6.32    1.17    1.93    0.53    0.00    2.46  0.828
   3.096  0.450  8.62    1.26   -1.63    0.57    0.00   -1.06 2.167E+00

  10.589 25.913  6.60    1.10    1.23    0.48    0.00    1.71  0.824
   3.100  0.470  8.33    1.17   -2.48    0.52    0.00   -1.96 1.825E+00

  10.589 26.399  6.87    1.03    0.54    0.44    0.00    0.98  0.822
   3.109  0.489  8.05    1.10   -3.32    0.48    0.00   -2.84 1.547E+00

  10.589 26.720  7.11    0.96   -0.18    0.41    0.00    0.22  0.822
   3.142  0.508  7.75    1.02   -4.20    0.44    0.00   -3.76 1.337E+00

  10.589 26.944  7.31    0.90   -0.85    0.38    0.00   -0.47  0.823
   3.181  0.526  7.47    0.95   -5.01    0.41    0.00   -4.61 1.177E+00

  10.589 27.266  7.53    0.85   -1.43    0.35    0.00   -1.08  0.824
   3.199  0.543  7.22    0.90   -5.72    0.38    0.00   -5.34 1.024E+00

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

