EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
4He_18.inp                                                              
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  4);   avgA =   4.000; amuM=  4.003; avgM=  3.728
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL= 1

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

   5.766 18.000  1.95    1.54   -4.46    1.36    0.00   -3.10  0.947
   3.456  0.450  3.26    1.84   -9.90    1.62    0.00   -8.29 8.890E+01

   5.766 18.000  2.01    1.57   -5.89    1.56    0.00   -4.33  1.056
   3.554  0.483  3.03    1.90  -11.78    1.85    0.00   -9.94 8.232E+01

   5.766 18.000  2.06    1.65   -7.32    1.90    0.00   -5.42  1.211
   3.644  0.516  2.81    2.02  -13.64    2.22    0.00  -11.42 7.545E+01

   5.766 18.000  2.10    1.79   -8.85    2.44    0.00   -6.41  1.419
   3.728  0.550  2.60    2.22  -15.54    2.79    0.00  -12.75 6.827E+01

   5.766 18.000  2.15    1.99  -10.50    3.21    0.00   -7.29  1.671
   3.804  0.583  2.42    2.49  -17.51    3.58    0.00  -13.93 6.168E+01

   5.766 18.000  2.19    2.25  -12.83    4.31    0.00   -8.52  1.968
   3.876  0.617  2.24    2.85  -20.31    4.68    0.00  -15.63 5.552E+01

   5.766 18.000  2.22    2.84  -14.63    6.36    0.00   -8.27  2.287
   3.942  0.650  2.08    3.64  -22.11    6.75    0.00  -15.36 4.551E+01

   5.766 18.000  2.26    3.44  -16.70    8.82    0.00   -7.89  2.613
   4.004  0.683  1.93    4.44  -23.93    9.16    0.00  -14.77 3.965E+01

   5.766 18.000  2.29    3.92  -20.01   11.25    0.00   -8.76  2.909
   4.061  0.716  1.79    5.11  -27.37   11.46    0.00  -15.92 3.718E+01

   5.766 18.000  2.32    4.42  -24.08   13.78    0.00  -10.30  3.151
   4.115  0.750  1.66    5.81  -31.70   13.77    0.00  -17.93 3.602E+01

   5.766 18.000  2.35    4.97  -29.40   16.26    0.00  -13.14  3.299
   4.166  0.783  1.53    6.58  -37.71   15.97    0.00  -21.74 3.579E+01

   5.766 18.000  2.38    6.87  -36.99   22.57    0.00  -14.42  3.309
   4.214  0.817  1.41    9.14  -45.46   21.83    0.00  -23.63 2.974E+01

   5.766 18.000  2.40   10.33  -47.34   32.33    0.00  -15.02  3.148
   4.259  0.850  1.30   13.82  -55.22   30.80    0.00  -24.42 2.352E+01

   5.766 18.000  2.43   17.09  -63.54   47.43    0.00  -16.11  2.792
   4.301  0.883  1.20   22.94  -70.65   44.57    0.00  -26.08 1.774E+01

   5.766 18.000  2.45   41.76 -100.00   92.37    0.00   -7.63  2.226
   4.341  0.916  1.10   56.29 -100.00   85.66    0.00  -14.34 9.834E+00

   5.766 18.000  2.47   62.01 -100.00   89.77    0.00  -10.23  1.461
   4.379  0.950  1.01   84.19 -100.00   82.19    0.00  -17.81 1.057E+01

   5.766 18.000  2.49  164.64 -100.00   87.53    0.00  -12.47  1.000
