EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
3He_18.inp                                                              
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL= 1

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

   5.766 18.000  1.95    1.68   -3.63    1.50    0.00   -2.12  0.962
   3.456  0.450  3.26    2.01   -8.80    1.80    0.00   -7.00 7.051E+01

   5.766 18.000  2.01    1.60   -5.75    1.55    0.00   -4.20  1.034
   3.554  0.483  3.03    1.93  -11.57    1.86    0.00   -9.71 6.987E+01

   5.766 18.000  2.06    1.68   -7.85    1.81    0.00   -6.04  1.137
   3.644  0.517  2.80    2.05  -14.47    2.15    0.00  -12.31 6.409E+01

   5.766 18.000  2.10    1.96   -7.76    2.39    0.00   -5.37  1.274
   3.727  0.550  2.60    2.42  -14.20    2.81    0.00  -11.40 5.394E+01

   5.766 18.000  2.15    2.07   -9.22    2.90    0.00   -6.32  1.448
   3.804  0.583  2.41    2.59  -15.92    3.34    0.00  -12.58 5.105E+01

   5.766 18.000  2.19    2.12  -13.50    3.41    0.00  -10.08  1.660
   3.876  0.617  2.24    2.68  -21.66    3.86    0.00  -17.80 5.080E+01

   5.766 18.000  2.22    3.02  -13.56    5.62    0.00   -7.94  1.903
   3.942  0.650  2.08    3.86  -21.20    6.22    0.00  -14.98 3.683E+01

   5.766 18.000  2.26    3.75  -14.93    7.99    0.00   -6.94  2.173
   4.004  0.683  1.93    4.83  -22.20    8.65    0.00  -13.55 3.127E+01

   5.766 18.000  2.29    4.30  -17.78   10.42    0.00   -7.37  2.462
   4.061  0.717  1.79    5.59  -25.11   11.04    0.00  -14.07 2.919E+01

   5.766 18.000  2.32    4.69  -21.66   12.77    0.00   -8.89  2.752
   4.115  0.750  1.65    6.16  -29.25   13.24    0.00  -16.01 2.916E+01

   5.766 18.000  2.35    4.82  -27.33   14.43    0.00  -12.90  3.021
   4.166  0.783  1.53    6.37  -35.99   14.65    0.00  -21.34 3.169E+01

   5.766 18.000  2.38    6.92  -36.47   22.20    0.00  -14.27  3.231
   4.214  0.817  1.41    9.20  -45.70   22.08    0.00  -23.62 2.533E+01

   5.766 18.000  2.40   11.64  -50.90   38.50    0.00  -12.40  3.328
   4.259  0.850  1.30   15.57  -58.55   37.54    0.00  -21.01 1.789E+01

   5.766 18.000  2.43   18.85  -71.92   60.61    0.00  -11.31  3.234
   4.301  0.883  1.20   25.31  -77.56   57.94    0.00  -19.62 1.381E+01

   5.766 18.000  2.45   33.29 -100.00   94.24    0.00   -5.76  2.849
   4.341  0.917  1.10   44.87 -100.00   88.31    0.00  -11.69 1.062E+01

   5.766 18.000  2.47   43.82 -100.00   89.96    0.00  -10.04  2.072
   4.379  0.950  1.01   59.50 -100.00   82.62    0.00  -17.38 1.291E+01

   5.766 18.000  2.49  105.33 -100.00   86.18    0.00  -13.82  1.000
