EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin9.inp                                                             
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00042; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=**

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 26.212  6.51    1.05    1.70    0.47    0.00    2.17  0.811
   2.991  0.457  8.63    1.13   -1.94    0.51    0.00   -1.43 1.621E+00

  10.589 26.475  6.70    1.00    1.15    0.43    0.00    1.59  0.805
   3.017  0.472  8.39    1.06   -2.61    0.47    0.00   -2.14 1.447E+00

  10.589 26.808  6.94    0.94    0.44    0.39    0.00    0.84  0.799
   3.049  0.491  8.09    0.99   -3.47    0.43    0.00   -3.04 1.246E+00

  10.589 27.154  7.19    0.88   -0.26    0.36    0.00    0.10  0.793
   3.080  0.510  7.78    0.93   -4.31    0.39    0.00   -3.92 1.064E+00

  10.589 27.583  7.45    0.83   -0.90    0.34    0.00   -0.56  0.789
   3.095  0.530  7.49    0.88   -5.08    0.36    0.00   -4.72 8.963E-01

  10.589 28.065  7.72    0.80   -1.52    0.32    0.00   -1.21  0.785
   3.101  0.549  7.21    0.84   -5.83    0.34    0.00   -5.49 7.462E-01

  10.589 28.511  7.99    0.76   -2.12    0.30    0.00   -1.82  0.784
   3.110  0.569  6.93    0.80   -6.55    0.33    0.00   -6.22 6.211E-01

  10.589 28.793  8.23    0.72   -2.76    0.29    0.00   -2.47  0.787
   3.141  0.589  6.63    0.76   -7.32    0.31    0.00   -7.01 5.266E-01

  10.589 29.044  8.45    0.69   -3.37    0.28    0.00   -3.09  0.792
   3.173  0.607  6.35    0.72   -8.06    0.30    0.00   -7.76 4.478E-01

  10.589 29.244  8.64    0.66   -3.92    0.27    0.00   -3.65  0.801
   3.202  0.623  6.10    0.69   -8.72    0.29    0.00   -8.42 3.886E-01

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

