EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin7.inp                                                             
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00042; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=**

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 23.934  5.42    1.32    4.49    0.68    0.01    5.18  0.843
   2.978  0.380  9.74    1.43    1.42    0.74    0.01    2.17 3.232E+00

  10.589 24.193  5.59    1.25    3.90    0.62    0.00    4.52  0.835
   3.007  0.393  9.51    1.34    0.70    0.67    0.00    1.37 2.926E+00

  10.589 24.536  5.82    1.16    3.14    0.56    0.00    3.70  0.830
   3.043  0.411  9.22    1.24   -0.22    0.60    0.00    0.39 2.562E+00

  10.589 24.905  6.06    1.07    2.36    0.50    0.00    2.86  0.822
   3.079  0.430  8.91    1.15   -1.17    0.54    0.00   -0.63 2.214E+00

  10.589 25.373  6.32    1.01    1.65    0.45    0.00    2.11  0.815
   3.095  0.450  8.62    1.08   -2.02    0.49    0.00   -1.54 1.880E+00

  10.589 25.920  6.60    0.96    0.99    0.42    0.00    1.41  0.808
   3.099  0.470  8.34    1.02   -2.82    0.45    0.00   -2.38 1.572E+00

  10.589 26.398  6.87    0.91    0.34    0.38    0.00    0.72  0.800
   3.109  0.489  8.05    0.96   -3.61    0.41    0.00   -3.20 1.325E+00

  10.589 26.716  7.11    0.85   -0.36    0.35    0.00   -0.01  0.794
   3.143  0.508  7.75    0.90   -4.46    0.38    0.00   -4.08 1.138E+00

  10.589 26.949  7.31    0.80   -1.00    0.33    0.00   -0.68  0.791
   3.181  0.526  7.47    0.85   -5.23    0.35    0.00   -4.88 9.936E-01

  10.589 27.259  7.53    0.77   -1.56    0.31    0.00   -1.25  0.788
   3.200  0.543  7.22    0.81   -5.91    0.33    0.00   -5.57 8.625E-01

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

