EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin9.inp                                                             
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00042; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=**

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 26.212  6.51    1.08    1.90    0.48    0.00    2.39  0.811
   2.991  0.457  8.63    1.15   -1.74    0.52    0.00   -1.22 1.583E+00

  10.589 26.475  6.70    1.02    1.30    0.44    0.00    1.74  0.805
   3.017  0.472  8.39    1.09   -2.47    0.48    0.00   -1.99 1.411E+00

  10.589 26.808  6.94    0.96    0.54    0.41    0.00    0.95  0.799
   3.049  0.491  8.09    1.02   -3.39    0.44    0.00   -2.95 1.213E+00

  10.589 27.154  7.19    0.90   -0.20    0.37    0.00    0.17  0.793
   3.080  0.510  7.78    0.96   -4.29    0.40    0.00   -3.88 1.034E+00

  10.589 27.583  7.45    0.86   -0.88    0.35    0.00   -0.53  0.789
   3.095  0.530  7.49    0.91   -5.10    0.38    0.00   -4.72 8.676E-01

  10.589 28.065  7.72    0.83   -1.52    0.33    0.00   -1.19  0.785
   3.101  0.549  7.21    0.87   -5.86    0.36    0.00   -5.50 7.194E-01

  10.589 28.511  7.99    0.79   -2.15    0.32    0.00   -1.84  0.784
   3.110  0.569  6.93    0.84   -6.62    0.34    0.00   -6.28 5.960E-01

  10.589 28.793  8.23    0.75   -2.81    0.30    0.00   -2.51  0.787
   3.141  0.589  6.63    0.80   -7.41    0.33    0.00   -7.08 5.028E-01

  10.589 29.044  8.45    0.72   -3.43    0.29    0.00   -3.14  0.792
   3.173  0.607  6.35    0.76   -8.16    0.32    0.00   -7.84 4.252E-01

  10.589 29.244  8.64    0.70   -3.95    0.29    0.00   -3.66  0.801
   3.202  0.623  6.10    0.73   -8.78    0.31    0.00   -8.47 3.672E-01

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

