EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin9.inp                                                            
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=**

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 26.215  6.51    1.24    2.61    0.56    0.00    3.16  0.825
   2.990  0.457  8.63    1.33   -0.86    0.60    0.00   -0.26 1.837E+00

  10.589 26.477  6.70    1.17    1.96    0.51    0.00    2.48  0.823
   3.017  0.472  8.39    1.25   -1.64    0.56    0.00   -1.08 1.647E+00

  10.589 26.815  6.94    1.09    1.19    0.47    0.00    1.65  0.821
   3.048  0.491  8.09    1.16   -2.58    0.51    0.00   -2.07 1.427E+00

  10.589 27.152  7.19    1.01    0.41    0.43    0.00    0.84  0.820
   3.080  0.510  7.78    1.07   -3.52    0.46    0.00   -3.06 1.227E+00

  10.589 27.582  7.45    0.95   -0.29    0.40    0.00    0.11  0.820
   3.095  0.530  7.49    1.01   -4.36    0.43    0.00   -3.93 1.039E+00

  10.589 28.071  7.72    0.90   -0.95    0.37    0.00   -0.58  0.822
   3.100  0.550  7.21    0.95   -5.16    0.41    0.00   -4.75 8.674E-01

  10.589 28.508  7.99    0.85   -1.61    0.36    0.00   -1.25  0.825
   3.111  0.569  6.93    0.90   -5.94    0.39    0.00   -5.56 7.263E-01

  10.589 28.802  8.23    0.81   -2.28    0.34    0.00   -1.94  0.832
   3.140  0.589  6.63    0.85   -6.75    0.37    0.00   -6.39 6.168E-01

  10.589 29.035  8.45    0.76   -2.93    0.33    0.00   -2.60  0.843
   3.175  0.607  6.34    0.80   -7.54    0.35    0.00   -7.18 5.273E-01

  10.589 29.272  8.65    0.73   -3.46    0.32    0.00   -3.13  0.856
   3.198  0.624  6.10    0.77   -8.18    0.35    0.00   -7.83 4.561E-01

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

